Descripcion;02124714490 ;email@email.com;Direccion;J000000000;;32;00258;123456;2018-01-16;100.00;0.00;112.00;12.00;112.00;1;112.00;contado;2018-01-16 13:51:46;Junior Ayala;Junior Ayala;01122;Descripcion;1.00;100.00;112.00;890;;;;;;;;;;52
Descripcion;02124714490 ;email@email.com;Direccion;J000000000;;33;00260;123456;2018-01-16;250.00;0.00;250.00;30.00;280.00;3;280.00;contado;2018-01-16 13:51:46;Junior Ayala;jayala;0000000001;Entrada Paleta;1.00;100.00;112.00;890;;;;;;;;;;53
Descripcion;02124714490 ;email@email.com;Direccion;J000000000;;33;00260;123456;2018-01-16;250.00;0.00;250.00;30.00;280.00;3;280.00;contado;2018-01-16 13:51:46;Junior Ayala;jayala;01122;Descripcion;1.00;100.00;112.00;890;;;;;;;;;;54
Descripcion;02124714490 ;email@email.com;Direccion;J000000000;;33;00260;123456;2018-01-16;250.00;0.00;250.00;30.00;280.00;3;280.00;contado;2018-01-16 13:51:46;Junior Ayala;jayala;0000000003;Cobro por movimiento;1.00;50.00;56.00;890;;;;;;;;;;55
Descripcion;02124714490 ;email@email.com;Direccion;J000000000;;34;00261;123456;2018-01-16;100.00;0.00;100.00;12.00;112.00;1;112.00;contado;2018-01-16 13:51:46;Junior Ayala;jayala;0000000001;Entrada Paleta;1.00;100.00;112.00;890;;;;;;;;;;56
Descripcion;02124714490 ;email@email.com;Direccion;J000000000;;35;00262;123456;2018-01-16;100.00;0.00;100.00;12.00;112.00;1;112.00;contado;2018-01-16 13:51:46;Junior Ayala;jayala;0000000001;Entrada Paleta;1.00;100.00;112.00;890;;;;;;;;;;57
Descripcion;02124714490 ;email@email.com;Direccion;J000000000;;36;00263;123456;2018-01-16;100.00;0.00;100.00;12.00;112.00;1;112.00;contado;2018-01-16 13:51:46;Junior Ayala;jayala;;Salida Paleta;1.00;100.00;112.00;890;;;;;;;;;;58
Descripcion;02124714490 ;email@email.com;Direccion;J000000000;;37;00264;123456;2018-01-16;250.00;0.00;250.00;30.00;280.00;3;280.00;contado;2018-01-16 13:51:46;Junior Ayala;jayala;0000000001;Entrada Paleta;1.00;100.00;112.00;890;;;;;;;;;;59
Descripcion;02124714490 ;email@email.com;Direccion;J000000000;;37;00264;123456;2018-01-16;250.00;0.00;250.00;30.00;280.00;3;280.00;contado;2018-01-16 13:51:46;Junior Ayala;jayala;01122;Descripcion;1.00;100.00;112.00;890;;;;;;;;;;60
Descripcion;02124714490 ;email@email.com;Direccion;J000000000;;37;00264;123456;2018-01-16;250.00;0.00;250.00;30.00;280.00;3;280.00;contado;2018-01-16 13:51:46;Junior Ayala;jayala;0000000003;Cobro por movimiento;1.00;50.00;56.00;890;;;;;;;;;;61
Descripcion;02124714490 ;email@email.com;Direccion;J000000000;;38;00265;123456;2018-01-16;150.00;0.00;150.00;18.00;168.00;2;168.00;contado;2018-01-16 13:51:46;Junior Ayala;jayala;0000000001;Entrada Paleta;1.00;100.00;112.00;890;;;;;;;;;;62
Descripcion;02124714490 ;email@email.com;Direccion;J000000000;;38;00265;123456;2018-01-16;150.00;0.00;150.00;18.00;168.00;2;168.00;contado;2018-01-16 13:51:46;Junior Ayala;jayala;0000000003;Cobro por movimiento;1.00;50.00;56.00;890;;;;;;;;;;63
Descripcion;02124714490 ;email@email.com;Direccion;J000000000;;39;00266;123456;2018-01-16;100.00;0.00;100.00;12.00;112.00;1;112.00;contado;2018-01-16 13:51:46;Junior Ayala;jayala;0000000001;Entrada Paleta;1.00;100.00;112.00;890;;;;;;;;;;64
Descripcion;02124714490 ;email@email.com;Direccion;J000000000;;40;00267;123456;2018-01-16;100.00;0.00;100.00;12.00;112.00;1;112.00;contado;2018-01-16 13:51:46;Junior Ayala;jayala;0000000001;Entrada Paleta;1.00;100.00;112.00;890;;;;;;;;;;65
Descripcion;02124714490 ;email@email.com;Direccion;J000000000;;41;00268;123456;2018-01-16;100.00;0.00;100.00;12.00;112.00;1;112.00;contado;2018-01-16 13:51:46;Junior Ayala;jayala;;Salida Paleta;1.00;100.00;112.00;890;;;;;;;;;;66
Descripcion;02124714490 ;email@email.com;Direccion;J000000000;;42;00268;123456;2018-01-16;100.00;0.00;100.00;12.00;112.00;2;112.00;contado;2018-01-16 13:51:46;Junior Ayala;jayala;;Salida Paleta;1.00;100.00;112.00;890;;;;;;;;;;67
Descripcion;02124714490 ;email@email.com;Direccion;J000000000;;43;00269;123456;2018-01-16;100.00;0.00;100.00;12.00;112.00;1;112.00;contado;2018-01-16 13:51:46;Junior Ayala;jayala;;Salida Paleta;1.00;100.00;112.00;890;;;;;;;;;;68
Descripcion;02124714490 ;email@email.com;Direccion;J000000000;;44;00269;123456;2018-01-16;100.00;0.00;100.00;12.00;112.00;2;112.00;contado;2018-01-16 13:51:46;Junior Ayala;jayala;;Salida Paleta;1.00;100.00;112.00;890;;;;;;;;;;69
